Reference:	"Jovanović et al. (2021)"
DOI:	"doi:https://doi.org/10.1016/j.icarus.2021.114398"
Sample Type:	"Gas Tholin"
Composition:	"N2:CH4:CO (94.95:5:0.05)"
Temperature:	"300K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/186"
n₁ Error Units:	2σ error bars calculated based on the uncertainties of ellipsometric parameters Is and Ic at different wavelengths.
k₁ Error Units:	2σ error bars calculated based on the uncertainties of ellipsometric parameters Is and Ic at different wavelengths.

"Wavelength (µm)"	"n₁"	"Dn₁  (+/-)"		"Wavelength (µm)"	"k₁"	"Dk₁  (+/-)"	
2.1	1.595	0.003		2.1	0.002559	0.003	
2.095	1.596			2.095	0.002325		
2.09	1.596			2.09	0.002333		
2.085	1.597			2.085	0.002428		
2.08	1.597			2.08	0.002531		
2.075	1.597			2.075	0.002617		
2.07	1.597			2.07	0.002682		
2.065	1.598			2.065	0.002768		
2.06	1.598			2.06	0.002833		
2.055	1.598			2.055	0.002915		
2.05	1.598			2.05	0.003004		
2.045	1.598			2.045	0.003081		
2.04	1.598			2.04	0.003144		
2.035	1.598			2.035	0.003212		
2.03	1.598			2.03	0.003299		
2.025	1.598			2.025	0.003406		
2.02	1.598			2.02	0.003481		
2.015	1.598			2.015	0.003544		
2.01	1.598			2.01	0.003582		
2.005	1.598			2.005	0.003651		
2	1.599	0.001		2	0.003725	0.004	
1.995	1.599			1.995	0.00381		
1.99	1.599			1.99	0.003874		
1.985	1.599			1.985	0.003924		
1.98	1.599			1.98	0.003963		
1.975	1.599			1.975	0.004		
1.97	1.599			1.97	0.004039		
1.965	1.6			1.965	0.004068		
1.96	1.6			1.96	0.00408		
1.955	1.6			1.955	0.004074		
1.95	1.6			1.95	0.004051		
1.945	1.601			1.945	0.004046		
1.94	1.601			1.94	0.004049		
1.935	1.601			1.935	0.004054		
1.93	1.601			1.93	0.004032		
1.925	1.602			1.925	0.003995		
1.92	1.602			1.92	0.003946		
1.915	1.602			1.915	0.003898		
1.91	1.602			1.91	0.00386		
1.905	1.602			1.905	0.003846		
1.9	1.602	0.002		1.9	0.003846	0.004	
1.895	1.602			1.895	0.003851		
1.89	1.602			1.89	0.003866		
1.885	1.603			1.885	0.003878		
1.88	1.603			1.88	0.003894		
1.875	1.603			1.875	0.003907		
1.87	1.603			1.87	0.003938		
1.865	1.603			1.865	0.00396		
1.86	1.603			1.86	0.003993		
1.855	1.603			1.855	0.00402		
1.85	1.604			1.85	0.004053		
1.845	1.604			1.845	0.004066		
1.84	1.604			1.84	0.004082		
1.835	1.604			1.835	0.004095		
1.83	1.604			1.83	0.004109		
1.825	1.604			1.825	0.004115		
1.82	1.604			1.82	0.004125		
1.815	1.605			1.815	0.004129		
1.81	1.605			1.81	0.004141		
1.805	1.605			1.805	0.004129		
1.8	1.605	0.002		1.8	0.00411	0.003	
1.795	1.605			1.795	0.00407		
1.79	1.605			1.79	0.004058		
1.785	1.605			1.785	0.004055		
1.78	1.606			1.78	0.004068		
